Date,Former LYX Price
2024-07-20,1.9270317574
2024-07-21,1.9508712160
2024-07-22,1.9228565517
2024-07-23,1.8434676136
2024-07-24,1.7636623562
2024-07-25,1.7676866118
2024-07-26,1.7947223973
2024-07-27,1.8411310783
2024-07-28,1.7772900232
2024-07-29,1.6540054786
2024-07-30,1.6592678364
2024-07-31,1.6797198038
2024-08-01,1.6552930191
2024-08-02,1.6014048623
2024-08-03,1.5781514172
2024-08-04,1.5238894285
2024-08-05,1.4640645317
2024-08-06,1.4457052569
2024-08-07,1.4707891559
2024-08-08,1.5293906973
2024-08-09,1.5502819158
2024-08-10,1.5433439063
2024-08-11,1.5578088881
2024-08-12,1.6171742754
2024-08-13,1.6431016151
2024-08-14,1.6331828020
2024-08-15,1.8111405871
2024-08-16,2.1156128018
2024-08-17,2.1365913404
2024-08-18,2.0074868619
2024-08-19,2.0767793735
2024-08-20,2.3511951850
2024-08-21,2.3836693957
2024-08-22,2.4071181096
2024-08-23,2.4972106306
2024-08-24,2.5178014282
2024-08-25,2.5430373201
2024-08-26,2.4768832814
2024-08-27,2.3304789273
2024-08-28,2.2334434883
2024-08-29,2.2024681984
2024-08-30,2.1482505276
2024-08-31,2.1182668687
2024-09-01,2.1686551474
2024-09-02,2.2135369882
2024-09-03,2.1440028299
2024-09-04,2.1871034346
2024-09-05,2.1795464115
2024-09-06,2.1009260675
2024-09-07,2.0989103332
2024-09-08,2.1293465350
2024-09-09,2.1389694101
2024-09-10,2.0922900607
2024-09-11,2.1358942866
2024-09-12,2.1437236918
2024-09-13,2.1421906991
2024-09-14,2.1560938414
2024-09-15,2.1245028565
2024-09-16,2.0855312697
2024-09-17,2.1087141833
2024-09-18,2.1299210098
2024-09-19,2.0685105057
2024-09-20,2.0376819834
2024-09-21,1.9803258430
2024-09-22,1.9092340958
2024-09-23,1.8440797207
2024-09-24,1.7829097273
2024-09-25,1.7305936453
2024-09-26,1.7026570694
2024-09-27,1.7160584520
2024-09-28,1.7128160005
2024-09-29,1.6509200066
2024-09-30,1.5754542170
2024-10-01,1.5510654829
2024-10-02,1.5214313824
2024-10-03,1.4837677017
2024-10-04,1.4842588816
2024-10-05,1.5455748127
2024-10-06,1.6510473160
2024-10-07,1.6684373037
2024-10-08,1.5601073220
2024-10-09,1.5033606710
2024-10-10,1.5067814650
2024-10-11,1.4908624116
2024-10-12,1.4540683717
2024-10-13,1.5077051511
2024-10-14,1.5262225762
2024-10-15,1.5155128316
2024-10-16,1.5086984547
2024-10-17,1.4835307574
2024-10-18,1.4985951450
2024-10-19,1.4684085353
2024-10-20,1.4023569193
2024-10-21,1.3810605365
2024-10-22,1.3763360855
2024-10-23,1.3607064170
2024-10-24,1.3628274160
2024-10-25,1.3340130227
2024-10-26,1.3622095934
2024-10-27,1.3749567079
2024-10-28,1.4674224675
2024-10-29,1.5314023000
2024-10-30,1.4626039551
2024-10-31,1.4246343814
2024-11-01,1.4213973404
2024-11-02,1.3914878330
2024-11-03,1.3927036576
2024-11-04,1.4548258432
2024-11-05,1.4855128528
2024-11-06,1.4781335583
2024-11-07,1.4823678347
2024-11-08,1.5407184067
2024-11-09,1.6677523436
2024-11-10,1.9140975898
2024-11-11,1.9314655676
2024-11-12,1.7398516201
2024-11-13,1.6189691268
2024-11-14,1.4773044410
2024-11-15,1.4652504460
2024-11-16,1.4758174664
2024-11-17,1.4325492254
2024-11-18,1.4231435465
2024-11-19,1.3497307244
2024-11-20,1.3219606728
2024-11-21,1.5552693777
2024-11-22,1.7643480305
2024-11-23,1.7746849611
2024-11-24,1.7061337260
2024-11-25,1.6693405714
2024-11-26,1.7715107786
2024-11-27,1.8562120628
2024-11-28,1.9304214667
2024-11-29,2.5625619108
2024-11-30,3.1390335124
2024-12-01,3.3829534538
2024-12-02,3.8798479758
2024-12-03,3.8067695136
2024-12-04,3.4415839895
2024-12-05,3.4297035322
2024-12-06,3.4380722417
2024-12-07,3.2169386101
2024-12-08,2.9304168756
2024-12-09,2.7831792218
2024-12-10,2.9756001263
2024-12-11,3.1266028055
2024-12-12,3.0228413931
2024-12-13,2.8622883513
2024-12-14,2.8202490878
2024-12-15,2.9189103118
2024-12-16,2.9230214397
2024-12-17,2.7516131973
2024-12-18,2.5004446714
2024-12-19,2.4097155055
2024-12-20,2.6926052221
2024-12-21,2.8889621298
2024-12-22,2.8985798994
2024-12-23,2.8920102650
2024-12-24,2.8460194690
2024-12-25,2.7853513730
2024-12-26,2.7264054348
2024-12-27,2.7020864978
2024-12-28,2.6452345692
2024-12-29,2.5159155924
2024-12-30,2.3842889627
2024-12-31,2.3367877312
2025-01-01,2.3529425420
2025-01-02,2.3938354960
2025-01-03,2.3999750970
2025-01-04,2.3321059034
2025-01-05,2.3543684457
2025-01-06,2.3010009924
2025-01-07,2.1498468737
2025-01-08,2.0280507143
2025-01-09,1.9918755081
2025-01-10,1.9934360620
2025-01-11,1.9439776035
2025-01-12,1.8764980909
2025-01-13,1.8153243348
2025-01-14,1.8862628278
2025-01-15,2.2416337224
2025-01-16,2.4184653384
2025-01-17,2.1641627213
2025-01-18,1.8752816660
2025-01-19,1.7966859204
2025-01-20,1.7964945157
2025-01-21,1.8149607459
2025-01-22,1.7932895898
2025-01-23,1.8104751215
2025-01-24,1.8027872968
2025-01-25,1.7682654196
2025-01-26,1.6941719296
2025-01-27,1.5747457775
2025-01-28,1.5600310042
2025-01-29,1.6415015007
2025-01-30,1.6794844543
2025-01-31,1.6473448771
2025-02-01,1.5646750349
2025-02-02,1.5234161581
2025-02-03,1.4720286104
2025-02-04,1.4336722222
2025-02-05,1.4130880580
2025-02-06,1.4649463328
2025-02-07,1.4755890175
2025-02-08,1.4144655060
2025-02-09,1.4153113183
2025-02-10,1.3973840716
2025-02-11,1.4322809757
2025-02-12,1.4616236354
2025-02-13,1.4561152455
2025-02-14,1.4269172515
2025-02-15,1.4243134470
2025-02-16,1.4245151752
2025-02-17,1.3510722599
2025-02-18,1.3023082448
2025-02-19,1.3031800397
2025-02-20,1.2899586028
2025-02-21,1.2573666743
2025-02-22,1.2198162847
2025-02-23,1.1502930268
2025-02-24,1.1525805121
2025-02-25,1.1379386751
2025-02-26,1.0553302518
2025-02-27,1.0773475589
2025-02-28,1.0852042151
2025-03-01,1.1713594914
2025-03-02,1.2176875902
2025-03-03,1.1095796368
2025-03-04,1.0930017964
2025-03-05,1.0915799935
2025-03-06,1.0388052157
2025-03-07,1.0179858543
2025-03-08,0.9861556122
2025-03-09,0.9217325859
2025-03-10,0.9038994328
2025-03-11,0.9063566854
2025-03-12,0.8834453208
2025-03-13,0.8957057903
2025-03-14,0.9177470300
2025-03-15,0.9057325880
2025-03-16,0.9116347827
2025-03-17,0.9038864278
2025-03-18,0.8976866231
2025-03-19,0.8847963942
2025-03-20,0.8547671194
2025-03-21,0.8466508371
2025-03-22,0.8478532702
2025-03-23,0.8683382295
2025-03-24,0.8789080828
2025-03-25,0.8587167026
2025-03-26,0.8418502436
2025-03-27,0.7940822179
2025-03-28,0.7476034661
2025-03-29,0.8261179766
2025-03-30,0.8952131921
2025-03-31,0.8878576131
2025-04-01,0.9128845128
2025-04-02,0.8956298580
2025-04-03,0.9588460030
2025-04-04,1.1033849914
2025-04-05,1.0628365961
2025-04-06,0.9711578985
2025-04-07,0.9482334004
2025-04-08,0.9564562959
2025-04-09,0.9789841791
2025-04-10,1.0156352539
2025-04-11,1.0548602755
2025-04-12,1.0247404286
2025-04-13,0.9894032917
2025-04-14,0.9848043051
2025-04-15,0.9689566396
2025-04-16,0.9466870615
2025-04-17,0.9848110590
2025-04-18,0.9940776234
2025-04-19,0.9659449914
2025-04-20,0.9644626862
2025-04-21,0.9672912705
2025-04-22,0.9592775498
2025-04-23,0.9411308067
2025-04-24,0.9557669888
2025-04-25,0.9608739197
2025-04-26,0.9560917996
2025-04-27,0.9496824698
2025-04-28,0.9148792010
2025-04-29,0.8843915334
2025-04-30,0.8847097849
2025-05-01,0.8843349907
2025-05-02,0.8655558179
2025-05-03,0.8432516699
2025-05-04,0.8310702269
2025-05-05,0.8757216303
2025-05-06,0.8927514609
2025-05-07,0.8875987447
2025-05-08,0.9125559239
2025-05-09,0.9809101073
2025-05-10,1.0465693570
2025-05-11,1.0204875830
2025-05-12,1.0051843814
2025-05-13,1.0065288481
2025-05-14,1.0132227015
2025-05-15,0.9815656918
2025-05-16,0.9431381736
2025-05-17,0.9629907892
2025-05-18,0.9802041221
2025-05-19,1.0073770975
2025-05-20,1.0471047239
2025-05-21,1.0580835280
2025-05-22,1.0275468624
2025-05-23,0.9931230159
2025-05-24,0.9646002204
2025-05-25,0.9474555827
2025-05-26,0.9464472802
2025-05-27,0.9400581732
2025-05-28,0.9422770745
2025-05-29,0.9871968408
2025-05-30,0.9992928672
2025-05-31,0.9927644980
2025-06-01,1.0102562036
2025-06-02,1.0168597403
2025-06-03,0.9588196069
2025-06-04,0.8936228250
2025-06-05,0.9003828563
2025-06-06,0.9092258690
2025-06-07,0.8879455959
2025-06-08,0.8674070335
2025-06-09,0.8738042014
2025-06-10,0.8889287751
2025-06-11,0.8724661440
2025-06-12,0.8461500271
2025-06-13,0.8321411232
2025-06-14,0.8020246101
2025-06-15,0.8074318997
2025-06-16,0.8029374368
2025-06-17,0.7846810360
2025-06-18,0.7705177368
2025-06-19,0.7482273397
2025-06-20,0.7441053095
2025-06-21,0.7238134156
2025-06-22,0.7178839684
2025-06-23,0.7231041003
2025-06-24,0.7189864241
2025-06-25,0.7103162587
2025-06-26,0.6762908059
2025-06-27,0.6500343382
2025-06-28,0.6742388193
2025-06-29,0.6638923839
2025-06-30,0.6098272320
2025-07-01,0.6202677425
2025-07-02,0.7535553796
2025-07-03,0.8359330396
2025-07-04,0.7306189669
2025-07-05,0.6640041163
2025-07-06,0.6617743406
2025-07-07,0.6315130416
2025-07-08,0.6423467658
2025-07-09,0.6835047605
2025-07-10,0.6954128637
2025-07-11,0.6901133742
2025-07-12,0.6858432708
2025-07-13,0.6840604282
2025-07-14,0.7042792761
2025-07-15,0.7460760806
2025-07-16,0.7575204552
2025-07-17,0.7430720419
2025-07-18,0.7420982004
2025-07-19,0.7542438796
2025-07-20,0.7949785977
2025-07-21,0.8158425337
2025-07-22,0.7824032690
2025-07-23,0.7655550939
2025-07-24,0.7678113168
2025-07-25,0.7773405433
2025-07-26,0.8017440740
2025-07-27,0.7840407708
2025-07-28,0.7703437878
2025-07-29,0.7887557841
2025-07-30,0.8431076858
2025-07-31,0.9223826203
2025-08-01,1.0294908805
2025-08-02,1.0534560487
2025-08-03,0.9949164886
2025-08-04,0.9635296913
2025-08-05,0.9396573465
2025-08-06,0.9717085432
2025-08-07,1.0617197032
2025-08-08,1.0973174708
2025-08-09,1.0659763773
2025-08-10,1.0704770530
2025-08-11,1.1407558099
2025-08-12,1.2507145028
2025-08-13,1.2391009521
2025-08-14,1.1623056964
2025-08-15,1.1375640337
2025-08-16,1.1240502025
2025-08-17,1.1210942526
2025-08-18,1.0818947605
2025-08-19,1.0881692303
2025-08-20,1.1507940972
2025-08-21,1.2063232612
2025-08-22,1.2619573784
2025-08-23,1.2608130271
2025-08-24,1.1954945075
2025-08-25,1.1719823620
2025-08-26,1.1640366418
2025-08-27,1.1285409466
2025-08-28,1.1080049791
2025-08-29,1.0871314976
2025-08-30,1.0705283213
2025-08-31,1.0285907387
2025-09-01,1.0250974424
2025-09-02,1.0243070388
2025-09-03,0.9870222407
2025-09-04,0.9671435949
2025-09-05,0.9658947173
2025-09-06,0.9581484810
2025-09-07,0.9502611569
2025-09-08,0.9371180142
2025-09-09,0.9301712159
2025-09-10,0.9324584142
2025-09-11,0.9397770796
2025-09-12,0.9514310872
2025-09-13,0.9376951871
2025-09-14,0.9150713438
2025-09-15,0.9114789993
2025-09-16,0.9116693224
2025-09-17,0.9010114834
2025-09-18,0.8818929982
2025-09-19,0.8662466746
2025-09-20,0.8607031511
2025-09-21,0.8292587816
2025-09-22,0.8114736298
2025-09-23,0.8182830083
2025-09-24,0.7990154292
2025-09-25,0.7918868962
2025-09-26,0.8080078691
2025-09-27,0.8094632469
2025-09-28,0.7974992361
2025-09-29,0.7799394873
2025-09-30,0.7720223953
2025-10-01,0.7891074084
2025-10-02,0.8154931496
2025-10-03,0.8183953502
2025-10-04,0.8114684552
2025-10-05,0.8041180713
2025-10-06,0.7828817627
2025-10-07,0.7792371529
2025-10-08,0.7674897600
2025-10-09,0.7240287902
2025-10-10,0.6845350557
2025-10-11,0.6869036549
2025-10-12,0.6958220479
2025-10-13,0.6731616684
2025-10-14,0.6621968985
2025-10-15,0.6480544634
2025-10-16,0.6248854163
2025-10-17,0.6139842077
2025-10-18,0.6235249694
2025-10-19,0.6292386783
2025-10-20,0.6136219675
2025-10-21,0.6047262526
2025-10-22,0.6068031576
2025-10-23,0.6496318775
2025-10-24,0.7480042509
2025-10-25,0.7904705018
2025-10-26,0.7803163724
2025-10-27,0.7796699200
2025-10-28,0.7531827039
2025-10-29,0.7069398953
2025-10-30,0.6856759624
2025-10-31,0.6769114295
2025-11-01,0.6696563207
2025-11-02,0.6447191935
2025-11-03,0.6012110063
2025-11-04,0.6113044422
2025-11-05,0.6135823860
2025-11-06,0.6114544004
2025-11-07,0.6269526090
2025-11-08,0.6491488579
2025-11-09,0.6914024911
2025-11-10,0.6958298131
2025-11-11,0.6866652290
2025-11-12,0.6962862533
2025-11-13,0.7346165053
2025-11-14,0.7536039025
2025-11-15,0.7316716320
2025-11-16,0.7005887186
2025-11-17,0.6820043778
2025-11-18,0.6623986976
2025-11-19,0.6280020048
2025-11-20,0.6170114293
2025-11-21,0.6239226624
2025-11-22,0.6333129796
2025-11-23,0.6356025678
2025-11-24,0.6211675906
2025-11-25,0.6132177075
2025-11-26,0.6206391938
2025-11-27,0.6259807922
2025-11-28,0.6190868352
2025-11-29,0.6026035695
2025-11-30,0.5936479817
2025-12-01,0.6111358662
2025-12-02,0.6213306043
2025-12-03,0.6061230781
2025-12-04,0.5812644730
2025-12-05,0.5691727854
2025-12-06,0.5604171435
2025-12-07,0.5398658284
2025-12-08,0.5239952951
2025-12-09,0.5132600817
2025-12-10,0.5058502245
2025-12-11,0.4926737424
2025-12-12,0.4858095841
2025-12-13,0.4879336035
2025-12-14,0.4699730080
2025-12-15,0.4526608078
2025-12-16,0.4414310606
2025-12-17,0.4410754633
2025-12-18,0.4464592413
2025-12-19,0.4444434788
2025-12-20,0.4480073896
2025-12-21,0.4476824730
2025-12-22,0.4318135583
2025-12-23,0.4215483830
2025-12-24,0.4262351231
2025-12-25,0.4209028038
2025-12-26,0.4114738039
2025-12-27,0.4069765904
2025-12-28,0.3999128830
2025-12-29,0.3786569779
2025-12-30,0.3690439758
2025-12-31,0.3825213318
